Action,Time,ISIN,Ticker,Name,Notes,ID,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result,Currency (Result),Total,Currency (Total),Withholding tax,Currency (Withholding tax),Charge amount,Currency (Charge amount),Deposit fee,Currency (Deposit fee),Currency conversion fee,Currency (Currency conversion fee)
Market buy,2025-05-01 13:35:52.069,US0530151036,ADP,"Automatic Data Processing",,EOF31952985329,0.0169867000,297.490000,USD,1.33334390,,"GBP",3.80,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-01 13:35:52.069,AN8068571086,SLB,"Schlumberger",,EOF31952985344,0.3831750000,33.630000,USD,1.33121645,,"GBP",9.69,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-01 13:35:52.261,US0010551028,AFL,"Aflac",,EOF31952985442,0.0614756000,104.700000,USD,1.33260772,,"GBP",4.84,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-01 13:35:52.316,US4592001014,IBM,"IBM",,EOF31952985479,0.0132810000,239.310000,USD,1.32982264,,"GBP",2.39,"GBP",,,,,,,,
Market buy,2025-05-01 13:35:52.316,US7561091049,O,"Realty Income",,EOF31952985520,0.0443350000,57.590000,USD,1.32981908,,"GBP",1.92,"GBP",,,,,,,,
Market buy,2025-05-01 13:35:52.316,CA1363851017,CNQ,"Canadian Natural Resources",,EOF31952985509,0.1916860000,28.930000,USD,1.33304711,,"GBP",4.17,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-01 13:35:52.458,US2788651006,ECL,"Ecolab",,EOF31952985600,0.0108974000,251.390000,USD,1.32985310,,"GBP",2.06,"GBP",,,,,,,,
Market buy,2025-05-01 13:35:52.521,US7134481081,PEP,"PepsiCo",,EOF31952985640,0.1083099000,134.080000,USD,1.33231113,,"GBP",10.92,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-05-01 13:35:52.521,US02209S1033,MO,"Altria",,EOF31952985674,0.0413380000,58.870000,USD,1.32981861,,"GBP",1.83,"GBP",,,,,,,,
Market buy,2025-05-01 13:35:52.585,US1667641005,CVX,"Chevron",,EOF31952985735,0.1022967000,136.760000,USD,1.33239016,,"GBP",10.52,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-05-01 13:35:52.938,CH0044328745,CB,"Chubb",,EOF31952985842,0.0253869000,282.870000,USD,1.33231770,,"GBP",5.40,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-01 13:35:53.601,US8243481061,SHW,"Sherwin-Williams",,EOF31952985993,0.0072400000,354.500000,USD,1.32983419,,"GBP",1.93,"GBP",,,,,,,,
Market buy,2025-05-01 13:35:53.601,US0394831020,ADM,"Archer-Daniels-Midland",,EOF31952986017,0.0325970000,47.730000,USD,1.32979043,,"GBP",1.17,"GBP",,,,,,,,
Market buy,2025-05-01 13:35:53.657,US5801351017,MCD,"McDonald's",,EOF31952986060,0.0087534000,316.000000,USD,1.32984346,,"GBP",2.08,"GBP",,,,,,,,
Market buy,2025-05-01 13:35:54.354,US74144T1088,TROW,"T Rowe Price",,EOF31952986319,0.0400120000,88.740000,USD,1.32983703,,"GBP",2.67,"GBP",,,,,,,,
Market buy,2025-05-01 13:35:54.543,US3546131018,BEN,"Franklin Resources",,EOF31952986400,0.0814750000,18.770000,USD,1.32981369,,"GBP",1.15,"GBP",,,,,,,,
Market buy,2025-05-01 13:35:54.657,CA0636711016,BMO,"Bank of Montreal",,EOF31952986443,0.0238110000,95.500000,USD,1.32979561,,"GBP",1.71,"GBP",,,,,,,,
Market buy,2025-05-01 13:35:55.872,US56035L1044,MAIN,"Main Street Capital",,EOF31952986766,0.0632430000,53.620000,USD,1.32983908,,"GBP",2.55,"GBP",,,,,,,,
Market buy,2025-05-01 13:35:56.019,US5021751020,LTC,"LTC Properties",,EOF31952986935,0.1470560000,35.540000,USD,1.33325771,,"GBP",3.93,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-01 13:35:56.305,US74348T1025,PSEC,"Prospect Capital",,EOF31952987061,2.4041200000,3.590000,USD,1.33191216,,"GBP",6.49,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-01 13:35:57.164,US2910111044,EMR,"Emerson Electric",,EOF31952987365,0.0294880000,105.080000,USD,1.32987083,,"GBP",2.33,"GBP",,,,,,,,
Market buy,2025-05-01 13:35:59.039,US8718291078,SYY,"Sysco",,EOF31952987776,0.1012680000,70.650000,USD,1.33232480,,"GBP",5.38,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-01 13:35:59.417,US5486611073,LOW,"Lowe's",,EOF31952987953,0.0365445000,223.790000,USD,1.33196965,,"GBP",6.15,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-01 13:36:00.716,US4943681035,KMB,"Kimberly-Clark",,EOF31952988290,0.1005523000,130.000000,USD,1.33114042,,"GBP",9.83,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-01 13:36:01.068,US3765361080,GOOD,"Gladstone Commercial",,EOF31952988399,0.2988690000,14.060000,USD,1.32977789,,"GBP",3.16,"GBP",,,,,,,,
Market buy,2025-05-01 13:36:01.551,US3695501086,GD,"General Dynamics",,EOF31952988561,0.0052011000,271.000000,USD,1.32971518,,"GBP",1.06,"GBP",,,,,,,,
Market buy,2025-05-01 13:36:10.227,US7766961061,ROP,"Roper Technologies",,EOF31952990847,0.0103678000,560.500000,USD,1.33283300,,"GBP",4.37,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-01 13:36:21.697,US4523081093,ITW,"Illinois Tool Works",,EOF31952994527,0.0131590000,241.530000,USD,1.32982982,,"GBP",2.39,"GBP",,,,,,,,
Dividend (Dividend),2025-05-02 11:20:24,IE00BLS09M33,PNR,"Pentair",,,1.1732930000,0.250000,USD,Not available,,,0.22,"GBP",0.00,USD,,,,,,
Dividend (Dividend),2025-05-07 13:40:56,US5486611073,LOW,"Lowe's",,,0.4225882000,0.977500,USD,Not available,,,0.31,"GBP",0.07,USD,,,,,,
Deposit,2025-05-08 00:00:55.692,,,,"Transaction ID: SDKLD7M3P6SW5KG3",1874fa29-cc91-4c15-9deb-34fe536aebe2,,,,,,,150.00,"GBP",,,151.05,"GBP",-1.05,"GBP",,
Market buy,2025-05-08 13:35:47.068,US0378331005,AAPL,"Apple",,EOF32302389429,0.0577939000,197.460000,USD,1.33317564,,"GBP",8.57,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:35:47.068,CA0641491075,BNS,"Bank of Nova Scotia",,EOF32302389432,0.1399060000,50.160000,USD,1.33416063,,"GBP",5.27,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:35:47.068,CA1363851017,CNQ,"Canadian Natural Resources",,EOF32302389423,0.1732810000,29.740000,USD,1.33507174,,"GBP",3.87,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:35:47.068,US4781601046,JNJ,"Johnson & Johnson",,EOF32302389414,0.0362271000,156.220000,USD,1.33476357,,"GBP",4.25,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:35:47.12,CA0636711016,BMO,"Bank of Montreal",,EOF32302389438,0.0287920000,98.510000,USD,1.33159620,,"GBP",2.13,"GBP",,,,,,,,
Market buy,2025-05-08 13:35:47.247,US1667641005,CVX,"Chevron",,EOF32302389444,0.0410744000,137.460000,USD,1.33477234,,"GBP",4.24,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:35:47.451,CA7800871021,RY,"Royal Bank of Canada",,EOF32302389449,0.0523261000,120.370000,USD,1.33442641,,"GBP",4.73,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:35:47.502,US85254J1025,STAG,"STAG Industrial",,EOF32302389452,0.1205870000,33.680000,USD,1.33159677,,"GBP",3.05,"GBP",,,,,,,,
Market buy,2025-05-08 13:35:47.673,US8552441094,SBUX,"Starbucks",,EOF32302389455,0.0305920000,82.700000,USD,1.33155705,,"GBP",1.90,"GBP",,,,,,,,
Market buy,2025-05-08 13:35:48.276,US0010551028,AFL,"Aflac",,EOF32302389523,0.0235579000,106.830000,USD,1.33158225,,"GBP",1.89,"GBP",,,,,,,,
Market buy,2025-05-08 13:35:48.276,CA8911605092,TD,"Toronto-Dominion Bank",,EOF32302389516,0.0521930000,63.270000,USD,1.33155286,,"GBP",2.48,"GBP",,,,,,,,
Market buy,2025-05-08 13:35:48.573,AN8068571086,SLB,"Schlumberger",,EOF32302389534,0.1041080000,34.150000,USD,1.33156861,,"GBP",2.67,"GBP",,,,,,,,
Market buy,2025-05-08 13:35:48.925,US7427181091,PG,"Procter & Gamble",,EOF32302389553,0.0443220000,158.930000,USD,1.33410898,,"GBP",5.29,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:35:49.159,US1912161007,KO,"Coca-Cola",,EOF32302389578,0.0708580000,72.350000,USD,1.33504591,,"GBP",3.85,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:35:49.159,CH0044328745,CB,"Chubb",,EOF32302389575,0.0072298000,291.000000,USD,1.33156443,,"GBP",1.58,"GBP",,,,,,,,
Market buy,2025-05-08 13:35:49.509,US4943681035,KMB,"Kimberly-Clark",,EOF32302389636,0.0204043000,133.780000,USD,1.33155475,,"GBP",2.05,"GBP",,,,,,,,
Market buy,2025-05-08 13:35:49.832,US7134481081,PEP,"PepsiCo",,EOF32302389707,0.0576066000,131.990000,USD,1.33394651,,"GBP",5.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:35:50.019,US4523081093,ITW,"Illinois Tool Works",,EOF32302389746,0.0216012000,242.880000,USD,1.33498713,,"GBP",3.94,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:35:50.254,US74144T1088,TROW,"T Rowe Price",,EOF32302389803,0.0173760000,91.960000,USD,1.33158080,,"GBP",1.20,"GBP",,,,,,,,
Market buy,2025-05-08 13:35:50.693,US02209S1033,MO,"Altria",,EOF32302389891,0.0249910000,60.740000,USD,1.33153801,,"GBP",1.14,"GBP",,,,,,,,
Market buy,2025-05-08 13:35:50.974,US3765361080,GOOD,"Gladstone Commercial",,EOF32302389973,0.6250360000,13.720000,USD,1.33366934,,"GBP",6.44,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:35:51.406,US00123Q1040,AGNC,"AGNC Investment",,EOF32302390006,0.7248000000,8.800000,USD,1.33435983,,"GBP",4.79,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:35:51.803,US0394831020,ADM,"Archer-Daniels-Midland",,EOF32302390091,0.1060920000,47.570000,USD,1.33513133,,"GBP",3.79,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:35:52.501,US3848021040,GWW,"WW Grainger",,EOF32302390245,0.0045310100,1060.910000,USD,1.33527606,,"GBP",3.61,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:35:52.781,US7766961061,ROP,"Roper Technologies",,EOF32302390355,0.0047407000,575.790000,USD,1.33153544,,"GBP",2.05,"GBP",,,,,,,,
Market buy,2025-05-08 13:35:53.358,US8243481061,SHW,"Sherwin-Williams",,EOF32302390506,0.0160095000,354.320000,USD,1.33470259,,"GBP",4.26,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:35:53.414,US5486611073,LOW,"Lowe's",,EOF32302390537,0.0249155000,225.000000,USD,1.33475892,,"GBP",4.21,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:35:53.834,US74348T1025,PSEC,"Prospect Capital",,EOF32302390636,1.2372400000,3.670000,USD,1.33549141,,"GBP",3.41,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:35:54.951,US7561091049,O,"Realty Income",,EOF32302390827,0.1299340000,56.570000,USD,1.33400478,,"GBP",5.52,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:35:56.149,US8718291078,SYY,"Sysco",,EOF32302391019,0.0929110000,71.230000,USD,1.33428438,,"GBP",4.97,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:35:56.258,US0530151036,ADP,"Automatic Data Processing",,EOF32302391034,0.0072525000,306.610000,USD,1.33155031,,"GBP",1.67,"GBP",,,,,,,,
Market buy,2025-05-08 13:35:59.64,US56035L1044,MAIN,"Main Street Capital",,EOF32302391489,0.1241350000,53.420000,USD,1.33426392,,"GBP",4.98,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:36:00.238,US6703461052,NUE,"Nucor",,EOF32302391572,0.0297387000,115.970000,USD,1.33158186,,"GBP",2.59,"GBP",,,,,,,,
Market buy,2025-05-08 13:36:01.47,US2788651006,ECL,"Ecolab",,EOF32302391679,0.0158450000,255.480000,USD,1.33160546,,"GBP",3.04,"GBP",,,,,,,,
Market buy,2025-05-08 13:36:06.205,US5801351017,MCD,"McDonald's",,EOF32302391985,0.0162792000,319.800000,USD,1.33489440,,"GBP",3.91,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:36:06.605,US3695501086,GD,"General Dynamics",,EOF32302392026,0.0219396000,271.280000,USD,1.33447862,,"GBP",4.47,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:36:14.76,US6935061076,PPG,"PPG Industries",,EOF32302392462,0.0720597000,107.730000,USD,1.33384733,,"GBP",5.83,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:36:34.864,US09290D1019,BLK,"BlackRock",,EOF32302392911,0.0043864000,935.000000,USD,1.33158571,,"GBP",3.08,"GBP",,,,,,,,
Market buy,2025-05-08 13:37:34.421,US0084921008,ADC,"Agree Realty",,EOF32302393696,0.0955420000,76.120000,USD,1.33443248,,"GBP",5.46,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-08 13:41:36.985,US5021751020,LTC,"LTC Properties",,EOF32302396969,0.0976680000,36.540000,USD,1.33163758,,"GBP",2.68,"GBP",,,,,,,,
Dividend (Dividend),2025-05-09 13:18:33,US00123Q1040,AGNC,"AGNC Investment",,,10.3146050000,0.102000,USD,Not available,,,0.79,"GBP",0.19,USD,,,,,,
Dividend (Dividend),2025-05-09 13:32:38,US3695501086,GD,"General Dynamics",,,0.3763697000,1.275000,USD,Not available,,,0.36,"GBP",0.08,USD,,,,,,
Dividend (Dividend),2025-05-09 13:48:03,US57636Q1040,MA,"Mastercard",,,0.1899876000,0.646000,USD,Not available,,,0.09,"GBP",0.02,USD,,,,,,
Dividend (Dividend),2025-05-12 11:33:25,US6703461052,NUE,"Nucor",,,0.6772554000,0.467500,USD,Not available,,,0.24,"GBP",0.06,USD,,,,,,
Dividend (Dividend),2025-05-14 12:14:28,US0084921008,ADC,"Agree Realty",,,1.2817570000,0.217600,USD,Not available,,,0.21,"GBP",0.05,USD,,,,,,
Dividend (Dividend),2025-05-15 12:38:59,US0378331005,AAPL,"Apple",,,0.5509043000,0.221000,USD,Not available,,,0.09,"GBP",0.02,USD,,,,,,
Dividend (Dividend),2025-05-15 12:59:42,US85254J1025,STAG,"STAG Industrial",,,2.8951860000,0.105542,USD,Not available,,,0.23,"GBP",0.05,USD,,,,,,
Dividend (Dividend),2025-05-15 13:12:02,US56035L1044,MAIN,"Main Street Capital",,,1.8857970000,0.212500,USD,Not available,,,0.30,"GBP",0.07,USD,,,,,,
Dividend (Dividend),2025-05-15 13:34:15,US7561091049,O,"Realty Income",,,1.7309300000,0.228225,USD,Not available,,,0.30,"GBP",0.07,USD,,,,,,
Dividend (Dividend),2025-05-15 13:41:35,US44045A1025,HRZN,"Horizon Technology Finance",,,4.1052800000,0.093500,USD,Not available,,,0.29,"GBP",0.07,USD,,,,,,
Dividend (Dividend),2025-05-15 13:47:59,US8585681088,SCM,"Stellus Capital Investment",,,6.9985840000,0.113305,USD,Not available,,,0.60,"GBP",0.14,USD,,,,,,
Dividend (Dividend),2025-05-15 14:01:47,US7427181091,PG,"Procter & Gamble",,,0.5790283000,0.898280,USD,Not available,,,0.39,"GBP",0.09,USD,,,,,,
Dividend (Dividend),2025-05-16 12:14:06,IE00BM8R0J59,QYLD,"Global X Nasdaq 100 Covered Call (Dist)",,,2.3511340000,0.152934,USD,Not available,,,0.27,"GBP",0.00,USD,,,,,,
Dividend (Dividend),2025-05-20 11:08:33,US74348T1025,PSEC,"Prospect Capital",,,26.2360500000,0.038250,USD,Not available,,,0.75,"GBP",0.18,USD,,,,,,
Dividend (Dividend),2025-05-23 12:30:06,CA7800871021,RY,"Royal Bank of Canada",,,0.8472904000,0.909840,USD,Not available,,,0.57,"GBP",0.14,USD,,,,,,
Market sell,2025-05-23 13:44:20.185,US67066G1040,NVDA,"Nvidia",,EOF33054720763,5.9579046000,130.160000,USD,1.34934290,2.79,"GBP",573.85,"GBP",,,,,,,0.86,"GBP"
Market buy,2025-05-23 13:44:41.475,US0188201000,ALIZY,"Allianz",,EOF33054720989,0.2790060000,39.160000,USD,1.34887345,,"GBP",8.11,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:41.589,US28852N1090,EFC,"Ellington Financial",,EOF33054720995,0.7403220000,12.720000,USD,1.34912547,,"GBP",6.99,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:41.589,US2885781078,EARN,"Ellington Credit",,EOF33054720998,0.8208700000,5.580000,USD,1.35116654,,"GBP",3.40,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:42.837,BMG396372051,GOGL,"Golden Ocean",,EOF33054721017,1.6196200000,7.120000,USD,1.34873618,,"GBP",8.56,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:42.893,US09261X1028,BXSL,"Blackstone Secured Lending Fund",,EOF33054721020,1.0728090000,31.180000,USD,1.34934185,,"GBP",24.83,"GBP",,,,,,,0.04,"GBP"
Market buy,2025-05-23 13:44:42.893,US04010L1035,ARCC,"Ares Capital",,EOF33054721023,0.8893290000,21.480000,USD,1.34906687,,"GBP",14.18,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-05-23 13:44:44.527,GB00BZ3CNK81,TRMD,"TORM ",,EOF33054721042,1.1858560000,16.870000,USD,1.34898116,,"GBP",14.85,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-05-23 13:44:45.882,IE00BM8R0J59,QYLD,"Global X Nasdaq 100 Covered Call (Dist)",,EOF33054721054,0.5596410000,15.454000,USD,1.34924992,,"GBP",6.42,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:46.575,US71654V1017,PBR/A,"Petroleo Brasileiro (Preferred)",,EOF33054721057,1.1770530000,10.930000,USD,1.34855233,,"GBP",9.55,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:48.873,US85571B1052,STWD,"Starwood Property Trust",,EOF33054721081,1.3575680000,19.410000,USD,1.34922656,,"GBP",19.56,"GBP",,,,,,,0.03,"GBP"
Market buy,2025-05-23 13:44:51.158,US7561091049,O,"Realty Income",,EOF33054721164,0.2106100000,55.200000,USD,1.34868584,,"GBP",8.63,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:51.284,US0378331005,AAPL,"Apple",,EOF33054721170,0.0446863000,195.950000,USD,1.34919576,,"GBP",6.50,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:51.284,US5021751020,LTC,"LTC Properties",,EOF33054721176,0.3842320000,34.920000,USD,1.34848054,,"GBP",9.96,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:51.284,US17275R1023,CSCO,"Cisco Systems",,EOF33054721179,0.0682020000,62.810000,USD,1.34709673,,"GBP",3.18,"GBP",,,,,,,,
Market buy,2025-05-23 13:44:51.284,US5801351017,MCD,"McDonald's",,EOF33054721182,0.0326432000,314.050000,USD,1.34889433,,"GBP",7.61,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:51.284,US4781601046,JNJ,"Johnson & Johnson",,EOF33054721167,0.0700884000,152.610000,USD,1.34882606,,"GBP",7.94,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:51.335,US74348T1025,PSEC,"Prospect Capital",,EOF33054721185,5.0507100000,3.350000,USD,1.34927260,,"GBP",12.56,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-05-23 13:44:51.395,US3695501086,GD,"General Dynamics",,EOF33054721203,0.0222309000,274.500000,USD,1.35008452,,"GBP",4.53,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:51.395,US7134481081,PEP,"PepsiCo",,EOF33054721194,0.0888429000,128.430000,USD,1.34871083,,"GBP",8.47,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:51.395,US1912161007,KO,"Coca-Cola",,EOF33054721197,0.1562570000,70.780000,USD,1.34876469,,"GBP",8.21,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:51.395,US02209S1033,MO,"Altria",,EOF33054721200,0.1998090000,59.330000,USD,1.34865392,,"GBP",8.80,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:51.447,US9311421039,WMT,"Walmart",,EOF33054721209,0.1152700000,95.480000,USD,1.34877200,,"GBP",8.17,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:51.447,US4312841087,HIW,"Highwoods Properties",,EOF33054721212,0.3144060000,28.750000,USD,1.34913022,,"GBP",6.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:51.58,US8552441094,SBUX,"Starbucks",,EOF33054721215,0.0999240000,83.180000,USD,1.34929842,,"GBP",6.17,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:51.58,US46625H1005,JPM,"JPMorgan Chase & Co",,EOF33054721218,0.0186477000,259.340000,USD,1.35086439,,"GBP",3.59,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:51.58,US8243481061,SHW,"Sherwin-Williams",,EOF33054721221,0.0277310000,348.790000,USD,1.34899518,,"GBP",7.18,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:51.58,AN8068571086,SLB,"Schlumberger",,EOF33054721224,0.2868620000,33.530000,USD,1.34901582,,"GBP",7.14,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:51.661,US7766961061,ROP,"Roper Technologies",,EOF33054721227,0.0183086000,565.820000,USD,1.34887656,,"GBP",7.69,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:51.661,IE00BLS09M33,PNR,"Pentair",,EOF33054721232,0.0358130000,96.670000,USD,1.34709833,,"GBP",2.57,"GBP",,,,,,,,
Market buy,2025-05-23 13:44:51.767,US6703461052,NUE,"Nucor",,EOF33054721238,0.1493415000,109.960000,USD,1.34935015,,"GBP",12.19,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-05-23 13:44:51.839,US1667641005,CVX,"Chevron",,EOF33054721241,0.0685185000,135.070000,USD,1.34909530,,"GBP",6.87,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:52.003,CA0636711016,BMO,"Bank of Montreal",,EOF33054721244,0.0237289000,103.890000,USD,1.34710132,,"GBP",1.83,"GBP",,,,,,,,
Market buy,2025-05-23 13:44:52.003,CA7800871021,RY,"Royal Bank of Canada",,EOF33054721247,0.0212426000,126.830000,USD,1.34709947,,"GBP",2.00,"GBP",,,,,,,,
Market buy,2025-05-23 13:44:52.06,CA0641491075,BNS,"Bank of Nova Scotia",,EOF33054721250,0.0794560000,51.710000,USD,1.34710483,,"GBP",3.05,"GBP",,,,,,,,
Market buy,2025-05-23 13:44:52.06,US38173M1027,GBDC,"Golub Capital BDC",,EOF33054721253,0.8135370000,14.870000,USD,1.34863937,,"GBP",8.98,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:52.462,US00123Q1040,AGNC,"AGNC Investment",,EOF33054721257,0.8798100000,8.850000,USD,1.34944861,,"GBP",5.78,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:52.64,US03762U1051,ARI,"Apollo Commercial Real Estate Finance",,EOF33054721260,1.9478600000,9.620000,USD,1.34905782,,"GBP",13.91,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-05-23 13:44:52.94,US57636Q1040,MA,"Mastercard",,EOF33054721265,0.0169016000,565.100000,USD,1.34902459,,"GBP",7.09,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:53.26,US0394831020,ADM,"Archer-Daniels-Midland",,EOF33054721270,0.1971070000,47.500000,USD,1.34907528,,"GBP",6.95,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:54.008,US14149Y1082,CAH,"Cardinal Health",,EOF33054721275,0.0321716000,151.590000,USD,1.35093984,,"GBP",3.62,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:54.379,US74144T1088,TROW,"T Rowe Price",,EOF33054721284,0.0728000000,93.270000,USD,1.34991172,,"GBP",5.04,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:54.49,US17259U2042,CION,"CION Investment",,EOF33054721287,0.9729300000,9.610000,USD,1.34918575,,"GBP",6.94,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:54.676,US7427181091,PG,"Procter & Gamble",,EOF33054721290,0.0330358000,163.940000,USD,1.35059577,,"GBP",4.02,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:54.802,US8718291078,SYY,"Sysco",,EOF33054721293,0.1065450000,71.190000,USD,1.34963319,,"GBP",5.63,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:54.985,US4943681035,KMB,"Kimberly-Clark",,EOF33054721299,0.0302163000,139.110000,USD,1.34724022,,"GBP",3.12,"GBP",,,,,,,,
Market buy,2025-05-23 13:44:54.985,US85254J1025,STAG,"STAG Industrial",,EOF33054721296,0.1889610000,34.080000,USD,1.35006098,,"GBP",4.78,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:55.147,CH0044328745,CB,"Chubb",,EOF33054721302,0.0362365000,286.280000,USD,1.34899677,,"GBP",7.70,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:56.031,US56035L1044,MAIN,"Main Street Capital",,EOF33054721311,0.0963710000,55.500000,USD,1.35065416,,"GBP",3.97,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:57.417,US4592001014,IBM,"IBM",,EOF33054721336,0.0283819000,257.280000,USD,1.34974033,,"GBP",5.42,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:57.417,US6935061076,PPG,"PPG Industries",,EOF33054721339,0.0537425000,109.550000,USD,1.35034194,,"GBP",4.37,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:44:57.555,US2910111044,EMR,"Emerson Electric",,EOF33054721346,0.0189429000,116.640000,USD,1.34725600,,"GBP",1.64,"GBP",,,,,,,,
Market buy,2025-05-23 13:45:00.301,US38147U1079,GSBD,"Goldman Sachs BDC",,EOF33054721364,0.7726490000,11.020000,USD,1.34938066,,"GBP",6.32,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:45:00.301,US1405011073,CSWC,"Capital Southwest",,EOF33054721361,0.5901920000,20.750000,USD,1.34873171,,"GBP",9.09,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-23 13:45:00.371,US0010551028,AFL,"Aflac",,EOF33054721367,0.1341436000,101.940000,USD,1.34991101,,"GBP",10.15,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-05-23 13:45:00.371,US0084921008,ADC,"Agree Realty",,EOF33054721370,0.1524840000,74.570000,USD,1.34884126,,"GBP",8.44,"GBP",,,,,,,0.01,"GBP"
